,시도,시군구,이름,셀프,고급휘발유,보통휘발유,경유,실내등유
351,서울,영등포구,(주)MS오일,,,"1,575","1,399",
352,서울,영등포구,남서울고속주유소,셀프,"1,729","1,575","1,399",
353,서울,영등포구,㈜지에스이앤알 모드니주유소,,,"1,585","1,409",
354,서울,영등포구,(주)지에스이앤알 보라주유소,,"1,799","1,585","1,409",
355,서울,영등포구,씨앤에스유통 한성주유소,,"1,825","1,625","1,445",
356,서울,영등포구,SK에너지(주) 양평주유소,셀프,,"1,599","1,499",
357,서울,영등포구,(주)한미석유 제2한강주유소,셀프,,"1,599","1,499",
358,서울,영등포구,선유도주유소,셀프,,"1,599","1,499",
359,서울,영등포구,SK에너지(주) 기린주유소,셀프,"1,859","1,614","1,514",
360,서울,영등포구,국회대로주유소,셀프,"2,137","1,717","1,599",
361,서울,영등포구,지에스칼텍스㈜ 화일주유소,셀프,"1,959","1,759","1,614","1,520"
362,서울,영등포구,버드나룻길주유소,,"2,245","2,045","1,885","1,640"
363,서울,영등포구,성원이앤에스(주)영등포지점,,"2,195","1,993","1,889","1,700"
364,서울,영등포구,SK KH에너지 여의도주유소,,"2,310","2,195","2,189",
365,서울,영등포구,SJ오일(주) 여의도주유소,,"2,415","2,295","2,395",
366,서울,용산구,동자동주유소,,"1,895","1,545","1,465","1,750"
367,서울,용산구,HD현대오일뱅크㈜직영 강변현대주유소,,"1,895","1,545","1,465",
368,서울,용산구,HD현대오일뱅크㈜직영 갈월동주유소,,"1,895","1,545","1,465","1,579"
369,서울,용산구,HD현대오일뱅크(주)직영 소월길주유소,,"1,895","1,545","1,465",
370,서울,용산구,HD현대오일뱅크㈜직영 한남동주유소,,"2,299","1,698","1,598",
371,서울,용산구,(주)영원 풍기주유소,,"2,243","2,025","1,875","1,750"
372,서울,용산구,(주)신태성주유소,,"2,222","2,025","1,875","1,439"
373,서울,용산구,(주)남경주유소,,"2,218","1,999","1,899","1,485"
374,서울,용산구,한석주유소,,"2,344","2,114","2,003",
375,서울,용산구,한남지점,,"2,487","2,287","2,177",
376,서울,용산구,에너비스,,"2,487","2,287","2,177",
377,서울,용산구,서계주유소,,"3,159","2,829","2,799","2,370"
378,서울,은평구,(주)디오티디 은평유니콘주유소,,"1,764","1,514","1,344","1,449"
379,서울,은평구,㈜한화미 구파발주유소,셀프,,"1,514","1,394",
380,서울,은평구,타이거주유소,셀프,,"1,524","1,404","1,600"
381,서울,은평구,지에스칼텍스(주)수색뉴타운주유소,셀프,"1,774","1,524","1,404",
382,서울,은평구,박석고개주유소,셀프,,"1,553","1,413",
383,서울,은평구,은평뉴타운주유소,셀프,,"1,553","1,413","1,454"
384,서울,은평구,㈜오일닷컴 다회주유소,셀프,,"1,539","1,414",
385,서울,은평구,지에스칼텍스㈜ 신사제일주유소,셀프,"1,789","1,539","1,414","1,314"
386,서울,은평구,불광주유소,셀프,"1,785","1,527","1,415",
387,서울,은평구,(주)아이에스피에너지(서울서부고속주유소),셀프,"1,779","1,590","1,420",
388,서울,은평구,지에스칼텍스㈜ 서부주유소,셀프,"1,814","1,559","1,420","1,318"
389,서울,은평구,대성산업㈜ 대성주유소,셀프,"1,785","1,595","1,435",
390,서울,은평구,성원이앤에스(주)은평지점,셀프,"1,795","1,553","1,443",
391,서울,은평구,(주)명연에너지 수색훼미리주유소,셀프,,"1,585","1,455",
392,서울,은평구,코끼리주유소,,,"1,648","1,528",
393,서울,종로구,(주)중앙에너비스 혜화주유소,셀프,"1,925","1,595","1,455",
394,서울,종로구,HD현대오일뱅크㈜직영 재동주유소,셀프,,"1,599","1,459",
395,서울,종로구,㈜지에스이앤알 평창주유소,셀프,"1,869","1,669","1,589",
396,서울,종로구,구도일주유소특종,,"1,950","1,730","1,590","1,600"
397,서울,종로구,자하문주유소,셀프,"1,932","1,715","1,595",
398,서울,종로구,㈜북악주유소,,"1,879","1,679","1,599",
399,서울,종로구,안풍주유소,,"1,899","1,699","1,599",
400,서울,종로구,(주)대양씨앤씨 사직주유소,,"2,465","2,265","2,115","1,680"
401,서울,중구,다산주유소,셀프,"1,889","1,669","1,559","1,600"
402,서울,중구,세화주유소,,,"1,698","1,568",
403,서울,중구,약수주유소,셀프,"1,937","1,693","1,592",
404,서울,중구,장충드림주유소,셀프,,"1,695","1,595",
405,서울,중구,HD현대오일뱅크㈜직영 장원주유소,,"1,998","1,778","1,648","1,600"
406,서울,중구,SK에너지(주) 퇴계로주유소,,"1,821","1,786","1,678",
407,서울,중구,신당동주유소,,"2,198","1,998","1,898","1,600"
408,서울,중구,장충주유소,,"2,388","2,078","1,968",
409,서울,중구,필동주유소,,"2,639","2,389","2,239","1,679"
410,서울,중구,서남주유소,,"3,008","2,608","2,472","2,065"
411,서울,중랑구,우림주유소,셀프,,"1,555","1,375",
412,서울,중랑구,면목SELF주유소,셀프,,"1,557","1,377",
413,서울,중랑구,오천만주유소,셀프,,"1,557","1,377",
414,서울,중랑구,대양주유소,셀프,"1,790","1,577","1,377","1,450"
415,서울,중랑구,(주)자연에너지 대창주유소,셀프,"1,759","1,557","1,377",
416,서울,중랑구,대원주유소,셀프,"1,759","1,587","1,377",
417,서울,중랑구,구도일주유소 동천,셀프,,"1,557","1,377",
418,서울,중랑구,(주)태영 구도일주유소 한인,셀프,"1,797","1,597","1,397",
419,서울,중랑구,신내주유소,셀프,,"1,599","1,432","1,450"
420,서울,중랑구,범아주유소,,,"1,609","1,439","1,600"
421,서울,중랑구,용마로주유소,셀프,,"1,698","1,498","1,600"
422,서울,중랑구,신일셀프주유소,셀프,,"1,698","1,598","1,590"
423,부산,강서구,동방석유㈜직영 대저주유소,셀프,,"1,535","1,328",
424,부산,강서구,(주)천일에너지 천일주유소,셀프,"1,838","1,535","1,328",
425,부산,강서구,은마석유 경기장주유소,셀프,"1,838","1,518","1,328","1,300"
426,부산,강서구,우리2주유소,셀프,,"1,518","1,328",
427,부산,강서구,(주)시큐 대저고속주유소,,,"1,598","1,328","1,290"
428,부산,강서구,(주)시큐 국제산단주유소,셀프,,"1,518","1,334","1,250"
429,부산,강서구,(주)우양네트웍스 송산주유소,셀프,,"1,515","1,335",
430,부산,강서구,은마석유(주)직영 강서주유소,셀프,,"1,518","1,338",
431,부산,강서구,구랑주유소,셀프,,"1,539","1,339",
432,부산,강서구,비케이원(주) 미래드림주유소,셀프,,"1,539","1,339",
433,부산,강서구,은마석유(주)신호주유소,셀프,,"1,519","1,339","1,350"
434,부산,강서구,신항만주유소,셀프,,"1,549","1,339",
435,부산,강서구,부산신항주유소,셀프,,"1,539","1,339",
436,부산,강서구,(주)범방주유소,셀프,,"1,559","1,349",
437,부산,강서구,(주)경인에너지,,,"1,545","1,349",
438,부산,강서구,CJ 성민제2주유소,셀프,,"1,545","1,349",
439,부산,강서구,CJ대한통운㈜ 성민주유소,,,"1,545","1,349",
440,부산,강서구,㈜BSJ신항만물류주유소,셀프,,"1,545","1,349",
441,부산,강서구,공항대로주유소,셀프,,"1,535","1,355","1,300"
442,부산,강서구,이왕주유소,셀프,,"1,538","1,358","1,300"
443,부산,강서구,세기상사(주) 공항주유소,,,"1,535","1,359",
444,부산,강서구,녹산주유소,셀프,,"1,589","1,359",
445,부산,강서구,홈123에너지,,,,"1,359",
446,부산,강서구,SK에너지(주) 경마장주유소,셀프,"1,858","1,599","1,359",
447,부산,강서구,OS신항주유소,셀프,,"1,559","1,359",
448,부산,강서구,오봉주유소,,,"1,568","1,368","1,250"
449,부산,강서구,신항만에너지,셀프,,"1,558","1,369",
450,부산,강서구,(주)우양네트웍스 구도일주유소 삼광,셀프,,"1,558","1,377","1,300"
451,부산,강서구,김해공항주유소,셀프,"1,898","1,558","1,377","1,290"
452,부산,강서구,맥도주유소,셀프,,"1,558","1,378",
453,부산,강서구,유성주유소,셀프,,"1,558","1,378","1,300"
454,부산,강서구,부산축산업협동조합 농협주유소,,,"1,559","1,385",
455,부산,강서구,금룡주유소,,,"1,568","1,388","1,300"
456,부산,강서구,명품주유소,,,"1,578","1,388","1,350"
457,부산,강서구,제일주유소,,,"1,568","1,388","1,250"
458,부산,강서구,대양석유(주)한마음주유소,셀프,,"1,549","1,389",
459,부산,강서구,명지농협주유소,셀프,"1,769","1,549","1,389",
460,부산,강서구,지에스칼텍스㈜ 동성셀프주유소,셀프,"1,769","1,549","1,389",
461,부산,강서구,평강주유소,셀프,,"1,579","1,389","1,300"
462,부산,강서구,우리들주유소,셀프,,"1,598","1,398",
463,부산,강서구,내트럭(주) 부산신항남컨사업소,,,"1,558","1,399",
464,부산,강서구,녹산화물터미널주유소,,,"1,595","1,420",
465,부산,강서구,서부산주유소(순천방향),셀프,,"1,598","1,437",
466,부산,강서구,(주)소모 과학셀프주유소,셀프,,"1,618","1,438","1,500"
467,부산,강서구,(주)서호주유소,셀프,"1,819","1,599","1,439",
468,부산,강서구,명지주유소,,,"1,598","1,458","1,450"
469,부산,강서구,만선주유소,,,"1,648","1,458",
470,부산,강서구,SK에너지(주)새부산주유소,셀프,,"1,694","1,472",
471,부산,강서구,대양산업(주)대양가덕주유소,셀프,,"1,628","1,478","1,400"
472,부산,강서구,광신석유(주)직영 명지주유소,셀프,"1,959","1,899","1,897","1,799"
473,부산,금정구,에이원주유소,셀프,,"1,595","1,345",
474,부산,금정구,금두꺼비주유소,셀프,,"1,527","1,347",
475,부산,금정구,한솔유화㈜직영 한길주유소,셀프,,"1,529","1,349",
476,부산,금정구,한솔유화㈜금사점 한길주유소,셀프,"1,750","1,529","1,349",
477,부산,금정구,은마석유 노포주유소,셀프,"1,858","1,558","1,378","1,400"
478,부산,금정구,청룡명품주유소,셀프,,"1,558","1,378",
479,부산,금정구,훼미리알뜰주유소,셀프,,"1,558","1,378",
480,부산,금정구,동진주유소,셀프,"1,799","1,599","1,399",
481,부산,금정구,지에스칼텍스(주)영풍주유소,셀프,"1,819","1,599","1,399","1,400"
482,부산,금정구,금정산주유소,,,"1,597","1,417","1,400"
483,부산,금정구,신화주유소,셀프,,"1,598","1,428","1,400"
484,부산,금정구,남산주유소,셀프,"1,898","1,628","1,428",
485,부산,금정구,금강주유소,,,"1,609","1,429",
486,부산,금정구,동양주유소,셀프,,"1,649","1,449","1,600"
487,부산,금정구,식물원주유소,,,"1,649","1,449","1,500"
488,부산,금정구,새석대주유소,,"1,797","1,677","1,477",
489,부산,기장군,동부산농협클린주유소,셀프,,"1,475","1,325","1,400"
490,부산,기장군,신아시아드주유소/충전소 은마석유㈜,셀프,"1,768","1,475","1,325",
491,부산,기장군,월드컵주유소,셀프,,"1,475","1,325",
492,부산,기장군,세방주유소,셀프,,"1,475","1,325","1,340"
493,부산,기장군,기장대로 셀프주유소 와이케이에너지㈜,셀프,"1,768","1,488","1,338",
494,부산,기장군,창암2주유소,,,,"1,340",
495,부산,기장군,내리주유소,셀프,,"1,507","1,348","1,400"
496,부산,기장군,선암주유소,셀프,,"1,514","1,349","1,340"
497,부산,기장군,부경셀프주유소,셀프,,"1,515","1,355",
498,부산,기장군,국제주유소,셀프,,"1,529","1,355",
499,부산,기장군,월드주유소,셀프,,"1,597","1,358",
500,부산,기장군,(주)동광주유소,셀프,,"1,515","1,359","1,375"
501,부산,기장군,정관신도시주유소/충전소,셀프,,"1,515","1,359","1,400"
502,부산,기장군,동양주유소/기장충전소,셀프,"1,859","1,539","1,359",
503,부산,기장군,기장IC주유소,셀프,,"1,515","1,365",
504,부산,기장군,삼성셀프주유소,셀프,"1,875","1,515","1,365",
505,부산,기장군,하영주유소,셀프,,"1,515","1,365",
506,부산,기장군,용문주유소,셀프,,"1,515","1,365",
507,부산,기장군,대영주유소,셀프,,"1,518","1,368",
508,부산,기장군,백운1주유소,셀프,,"1,519","1,369",
509,부산,기장군,삼거리주유소,,,"1,519","1,369","1,400"
510,부산,기장군,공단신도시주유소,셀프,,"1,515","1,369",
511,부산,기장군,기분조은주유소,셀프,,"1,519","1,369","1,400"
512,부산,기장군,뉴장안IC주유소,셀프,,"1,528","1,370","1,400"
513,부산,기장군,의학원self주유소,셀프,,"1,528","1,370",
514,부산,기장군,(주)천일에너지 천일주유소,셀프,,"1,555","1,375",
515,부산,기장군,창암주유소,셀프,,"1,545","1,375",
516,부산,기장군,오성주유소,,,"1,545","1,378","1,350"
517,부산,기장군,달음산주유소,셀프,,"1,555","1,378",
518,부산,기장군,㈜첼시주유소,셀프,"2,078","1,555","1,378",
519,부산,기장군,(주)동남주유소,셀프,,"1,559","1,379","1,400"
520,부산,기장군,(주)더힘찬주유소,셀프,,"1,547","1,397","1,350"
521,부산,기장군,안평주유소,,,"1,578","1,398","1,300"
522,부산,기장군,장안IC(상)주유소,셀프,,"1,558","1,398",
523,부산,기장군,(주)푸른숲self주유소,셀프,"2,098","1,578","1,398",
524,부산,기장군,장안IC(하)주유소,,,"1,548","1,398","1,400"
525,부산,기장군,명례주유소,,,"1,558","1,398","1,350"
526,부산,기장군,장안주유소(부산방향),,,"1,588","1,418",
527,부산,기장군,장안주유소(울산방향),,,"1,588","1,418",
528,부산,기장군,공단주유소,,,"1,587","1,428","1,350"
529,부산,기장군,솔밭주유소,셀프,,"1,595","1,435","1,350"
530,부산,기장군,태양주유소,셀프,"1,887","1,587","1,447","1,500"
531,부산,기장군,(주)SK정관주유소,셀프,"2,070","1,749","1,549","1,550"
532,부산,기장군,기장수협주유소,,,"1,699","1,599",
533,부산,남구,(주)경인석유,셀프,,"1,555","1,355",
534,부산,남구,반도주유소,셀프,,"1,557","1,357",
535,부산,남구,한솔유화(주)용당점 한길주유소,,,"1,548","1,368",
536,부산,남구,은마석유주식회사,셀프,"1,799","1,548","1,368",
537,부산,남구,우암로셀프주유소,셀프,,"1,548","1,368",
538,부산,남구,북항대교주유소,셀프,,"1,548","1,368",
539,부산,남구,(주)대호석유 용당CY주유소,셀프,"1,799","1,548","1,368",
540,부산,남구,우암주유소,셀프,,"1,548","1,368",
541,부산,남구,굿오일주유소,,,,"1,369",
542,부산,남구,(주)문화주유소,셀프,"1,799","1,559","1,369","1,350"
543,부산,남구,대일주유소,셀프,"1,789","1,549","1,369",
544,부산,남구,금강석유(주) 영웅주유소,셀프,,"1,549","1,369",
545,부산,남구,사랑드림주유소,셀프,"1,789","1,549","1,369",
546,부산,남구,분포셀프주유소,셀프,,"1,555","1,375","1,400"
547,부산,남구,매일주유소,셀프,,"1,558","1,378","1,350"
548,부산,남구,(주)세일 부산항주유소,셀프,"1,819","1,577","1,378",
549,부산,남구,삼화주유소,,,"1,576","1,378","1,300"
550,부산,남구,성지셀프주유소,셀프,,"1,547","1,384","1,400"
551,부산,남구,지에스칼텍스㈜ 비치주유소,셀프,"1,794","1,574","1,399","1,500"
552,부산,남구,구도일주유소용호,셀프,,"1,579","1,399","1,350"
553,부산,남구,내트럭(주)부산용당,,,"1,599","1,409",
554,부산,남구,내트럭(주)부산사업소,,,"1,545","1,409",
555,부산,남구,문현주유소,셀프,,"1,598","1,418","1,500"
556,부산,남구,동명주유소,,,"1,588","1,438","1,350"
557,부산,남구,금융단지주유소,,"1,798","1,588","1,438",
558,부산,남구,인터지스(주)인터지스주유소,,,"1,669","1,469",
559,부산,남구,광신리소스㈜ 직영 광안대교주유소,셀프,,"1,649","1,489",
560,부산,남구,대성주유소,,,"1,699","1,539","1,550"
