번호,충전소명,충전소ID,충전기ID,충전기타입,소재지 도로명 주소,위도,경도,이용가능시간,기관ID,운영기관명,관리업체 전화번호,충전기상태,상태갱신일시,충전기용량,지역코드,주차료무료 여부,충전소 안내
11889,문래동주민센터,KT121557,1,완속,"서울특별시 영등포구 문래로28길 15 (문래동3가, 문래동주민센터)",37.5174,126.9,09시~18시,KT,KT,1522-0123,사용가능,20210125092036,,11,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11890,화성파크드림아파트,KT121558,1,완속,"경기도 화성시 향남읍 행정동로 22 (행정리, 향남시범살구꽃마을화성파크드림아파트)",37.1268,126.928,~,KT,KT,1522-0123,사용가능,20210110065512,,41,무료,
11891,호성진흥더블파크1단지,KT121559,1,완속,"전라북도 전주시 덕진구 호성로 132 (호성동1가, 진흥더블파크1단지아파트)",35.863,127.148,~,KT,KT,1522-0123,사용가능,20210118061021,,46,무료,
11892,한국자활연수원,KT121560,1,완속,충청북도 충주시 안심1길 143 (안림동),36.9834,127.961,~,KT,KT,1522-0123,사용가능,20210120125527,,43,무료,
11893,남하면사무소,KT121561,1,완속,"경상남도 거창군 남하면 영서로 41 (무릉리, 남하면사무소)",35.6677,127.944,09시~18시,KT,KT,1522-0123,사용가능,20210125100050,,50,무료,
11894,남원비사벌아파트,KT121562,1,완속,"전라북도 남원시 광천남길 410 (왕정동, 비사벌아파트) 101동~102동",35.4091,127.372,~,KT,KT,1522-0123,사용가능,20210111203529,,46,무료,
11895,중앙인더스피아2아파트형공장,KT121563,1,완속,"경기도 성남시 중원구 사기막골로105번길 25 (상대원동, 중앙인더스피아2아파트형공장)",37.4403,127.174,~,KT,KT,1522-0123,사용가능,20201117161008,,41,무료,
11896,국립김해박물관,KT121564,1,완속,"경상남도 김해시 가야의길 190 (구산동, 국립김해박물관)",35.2431,128.873,10:00~18:00,KT,KT,1522-0123,사용가능,20210122192040,,50,무료,
11897,이문e편한세상아파트3주차장,KT121565,1,완속,"서울특별시 동대문구 한천로63길 10 (이문동, 이문e편한세상아파트) 101동~119동",37.604,127.066,~,KT,KT,1522-0123,사용가능,20210124194016,,11,무료,
11898,대우미래사랑2차,KT121566,1,완속,"서울특별시 영등포구 양평로22라길 1 (양평동5가, 대우미래사랑2차)",37.5394,126.894,~,KT,KT,1522-0123,사용가능,20210124221526,,11,무료,
11899,둥지아파트,KT121567,1,완속,"대전광역시 서구 청사로 254 (둔산동, 둥지아파트)",36.3596,127.392,~,KT,KT,1522-0123,사용가능,20210124213018,,30,무료,
11900,한국기술교육대학교(병천),KT121568,1,완속,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교우편취급국)",36.7669,127.284,~,KT,KT,1522-0123,사용가능,20210123151525,,44,무료,
11901,주상면행정복지센터,KT121569,1,완속,"경상남도 거창군 주상면 주곡로 655 (도평리, 주상면사무소)",35.7492,127.913,09시~18시,KT,KT,1522-0123,사용가능,20210122113029,,50,무료,
11902,용암동현대홈타운,KT121570,1,완속,"충청북도 청주시 상당구 용암로 23 (용암동, 현대홈타운)",36.6104,127.511,~,KT,KT,1522-0123,사용가능,20210123062041,,43,무료,
11903,벽산우남연리지아파트,KT121571,1,완속,"경기도 파주시 해솔로 20 (목동동, 해솔마을4단지벽산우남연리지)",37.7281,126.75,~,KT,KT,1522-0123,사용가능,20210124234038,,41,무료,
11904,근화블루빌아파트,KT121572,1,완속,"전라남도 목포시 텃골로13번길 32 (석현동, 근화블루빌아파트) 상가동",33.3857,126.221,~,KT,KT,1522-0123,사용가능,20210124180544,,47,무료,
11905,푸르지오서비스(후동2교차로앞),KT121573,1,완속,강원도 춘천시 남면 소주고개로 145-10 (후동리),37.7503,127.616,~,KT,KT,1522-0123,사용가능,20210111193529,,42,무료,
11906,대림에이스타운,KT121574,1,완속,"부산광역시 중구 법수길 72 (보수동1가, 대림에이스타운)",35.1066,129.025,~,KT,KT,1522-0123,사용가능,20210115003024,,26,무료,
11907,세명대학교,KT121575,1,완속,"충청북도 제천시 세명로 65 (신월동, 사무처(세명대학교))",37.1791,128.195,~,KT,KT,1522-0123,사용가능,20210124153003,,43,무료,
11908,더트리폴리앙아파트,KT121576,1,완속,"전라남도 무안군 삼향읍 남악3로 71 (남악리, 더트리폴리앙아파트)",34.812,126.46,~,KT,KT,1522-0123,사용가능,20210125012546,,47,무료,
11909,석수아이파크아파트,KT121577,1,완속,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",37.4069,126.901,~,KT,KT,1522-0123,사용가능,20210117052514,,41,무료,
11910,구례군청,KT121578,1,완속,"전라남도 구례군 구례읍 봉성로 1 (봉남리, 구례군청 본관)",35.202495,127.462792,09시~18시,KT,KT,1522-0123,사용가능,20210123145532,,47,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11911,명륜현대아파트,KT121579,1,완속,"강원도 원주시 남산로 30 (명륜동, 현대1차아파트)",37.3405,127.946,~,KT,KT,1522-0123,사용가능,20210123153032,,42,무료,
11912,화성진우아파트,KT121580,1,완속,"경기도 화성시 팔탄면 삼천병마로 584 (가재리, 화성진우아파트)",37.1605,126.931,~,KT,KT,1522-0123,사용가능,20201215221003,,41,무료,
11913,목포 한성타워맨션,KT121581,1,완속,"전라남도 목포시 원산로59번길 14 (산정동, 한성타워맨션)",34.8059,126.375,~,KT,KT,1522-0123,사용가능,20210117133044,,47,무료,
11914,진안군산주공2차아파트,KT121582,1,완속,"전라북도 진안군 진안읍 진용로 63-10 (군상리, 주공2차아파트)",35.7969,127.426,~,KT,KT,1522-0123,사용가능,20210123193008,,46,무료,
11915,방학동부센트레빌,KT121583,1,완속,"서울특별시 도봉구 방학로 120 (방학동, 방학동부센트레빌) 101동~103동",37.6635,127.039,~,KT,KT,1522-0123,사용가능,20210123173530,,11,무료,
11916,우남콤비타운,KT121584,1,완속,"전라북도 익산시 무왕로26길 11-5 (부송동, 우남콤비타운아파트)",35.9596,126.999,~,KT,KT,1522-0123,사용가능,20201013193007,,46,무료,
11917,로데오탑상가,KT121585,1,완속,"경기도 고양시 일산동구 무궁화로 20-38 (장항동, 로데오탑)",37.6605,126.768,~,KT,KT,1522-0123,사용중,20210125091541,,41,무료,
11918,향남풍림아이원아파트,KT121586,1,완속,"경기도 화성시 향남읍 행정동로 64 (행정리, 향남시범살구꽃마을풍림아이원아파트) 1401동~1414동",37.1294,126.929,~,KT,KT,1522-0123,사용가능,20210125070516,,41,무료,
11919,진천군청,KT121587,1,완속,"충청북도 진천군 진천읍 상산로 13 (읍내리, 진천군청)",36.855,127.435,09시~18시,KT,KT,1522-0123,사용가능,20210117193026,,43,무료,
11920,이문e편한세상아파트2주차장,KT121588,1,완속,"서울특별시 동대문구 한천로63길 10 (이문동, 이문e편한세상아파트) 101동~119동",37.604,127.064,~,KT,KT,1522-0123,사용가능,20210124195518,,11,무료,
11921,한남대학교,KT121589,1,완속,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",36.3536,127.424,~,KT,KT,1522-0123,사용가능,20201222053036,,30,무료,
11922,거창읍행정복지센터,KT121591,1,완속,"경상남도 거창군 거창읍 거열로 90 (상림리, 거창읍사무소)",35.6828,127.904,09시~18시,KT,KT,1522-0123,사용가능,20210121192035,,50,무료,
11923,거창군청소년수련관,KT121592,1,완속,"경상남도 거창군 거창읍 교촌길 100-30 (가지리, 청소년수련관)",35.6928,127.906,09시~18시,KT,KT,1522-0123,사용가능,20210122143025,,48,무료,
11924,극동대학교,KT121593,1,완속,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교)",37.1264,127.644,~,KT,KT,1522-0123,사용가능,20210106152511,,43,무료,
11925,라마다제주시티호텔,KT121594,1,완속,제주특별자치도 제주시 중앙로 304 (이도이동),33.4936,126.534,~,KT,KT,1522-0123,사용가능,20210124205022,,45,무료,
11926,대연동 청구아파트,KT121595,1,완속,"부산광역시 남구 황령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동",35.1543,129.089,~,KT,KT,1522-0123,사용가능,20210111150020,,26,무료,
11927,봉평동행정복지센터,KT121596,1,완속,"경상남도 통영시 도남로 185 (도남동, 봉평동주민센터)",34.8296,128.424,09시~18시,KT,KT,1522-0123,사용가능,20210120230038,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11928,한국지질자원연구원,KT121597,1,완속,"대전광역시 유성구 과학로 124 (가정동, 한국지질자원연구원)",36.3775,127.362,09시~18시,KT,KT,1522-0123,사용가능,20210120145531,,30,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11929,해운대컨트리클럽(해운대CC),KT121603,1,완속,부산광역시 기장군 정관읍 병산2로 265 (병산리),35.3654,129.202,~,KT,KT,1522-0123,사용가능,20201231142526,,26,무료,
11930,마장동중앙하이츠아파트,KT121604,1,완속,"서울특별시 성동구 마장로 262 (마장동, 중앙하이츠아파트)",37.5636,127.039,~,KT,KT,1522-0123,사용가능,20210121233541,,11,무료,
11931,장안산단효성전기,KT121605,1,완속,"부산광역시 기장군 장안읍 장안산단9로 190 (반룡리, (주)효성전기)",35.3287,129.266,~,KT,KT,1522-0123,사용가능,20201126172541,,26,무료,
11932,석봉동금강엑슬루타워,KT121606,1,완속,"대전광역시 대덕구 대덕대로 1555 (석봉동, 금강엑슬루타워)",36.451,127.421,~,KT,KT,1522-0123,사용가능,20210125074538,,30,무료,
11933,중동역푸르지오아파트,KT121607,1,완속,"경기도 부천시 중동로 64 (송내동, 중동역푸르지오아파트)",37.4849,126.765,~,KT,KT,1522-0123,사용가능,20201231145026,,41,무료,
11934,내손2동주민센터,KT121608,1,완속,"경기도 의왕시 복지로 109 (내손동, 내손2동주민센터)",37.3877,126.982,09시~18시,KT,KT,1522-0123,사용가능,20210113164503,,41,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11935,당하KCC스위첸아파트,KT121609,1,완속,"인천광역시 서구 청마로 124 (당하동, 당하KCC스위첸아파트)",37.5879,126.679,~,KT,KT,1522-0123,사용가능,20201013193040,,28,무료,
11936,솔트베이골프클럽(솔트베이GC),KT121610,1,완속,경기도 시흥시 마유로 987 (장곡동),37.3462,126.734,~,KT,KT,1522-0123,사용가능,20210124132040,,41,무료,
11937,거월농협드림파크CC,KT121611,1,완속,"인천광역시 서구 거월로 61 (백석동, 농협드림파크출장소)",37.5763,126.662,~,KT,KT,1522-0123,사용가능,20201013193046,,28,무료,
11938,명지오션시티,KT121612,1,완속,부산광역시 강서구 명지오션시티9로 50 (명지동),35.0878,128.902,~,KT,KT,1522-0123,사용가능,20210122204544,,26,무료,
11939,하기동송림마을2단지아파트,KT121613,1,완속,"대전광역시 유성구 송림로 20 (하기동, 송림마을2단지아파트)",36.3868,127.321,~,KT,KT,1522-0123,사용가능,20210125075029,,30,무료,
11940,다대푸른아파트,KT121614,1,완속,"부산광역시 사하구 다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동",35.0514,128.965,~,KT,KT,1522-0123,사용가능,20210114122029,,26,무료,
11941,화명동대림타운,KT121615,1,완속,"부산광역시 북구 금곡대로 268 (화명동, 화명동대림타운) 301동~308동,401동~410동",35.2312,129.016,~,KT,KT,1522-0123,사용가능,20210109050539,,26,무료,
11942,용운동한화꿈에그린아파트,KT121616,1,완속,"대전광역시 동구 대학로50번길 53 (용운동, 한화꿈에그린아파트) 101동~104동,107동~110동",36.331,127.455,~,KT,KT,1522-0123,사용가능,20210125080029,,30,무료,
11943,대사동계룡아파트,KT121617,1,완속,"대전광역시 중구 계룡로929번길 40 (대사동, 계룡아파트)",36.3204,127.471,~,KT,KT,1522-0123,사용가능,20210125080610,,30,무료,
11944,양산물금양우내안애3차센트럴아파트,KT121618,1,완속,"경상남도 양산시 물금읍 야리로 89 (가촌리, 양산물금양우내안애3차센트럴아파트) 301동~306동",35.3126,129.006,~,KT,KT,1522-0123,사용가능,20210123053029,,50,무료,
11945,당산동삼성타운,KT121619,1,완속,"서울특별시 영등포구 당산로44길 3 (당산동5가, 삼성타운)",37.5319,126.901,~,KT,KT,1522-0123,사용가능,20210125073501,,11,무료,
11946,청계동주민센터,KT121620,1,완속,"경기도 의왕시 안양판교로 232 (포일동, 청계동주민센터)",37.3886,126.996,09시~18시,KT,KT,1522-0123,사용가능,20210115151045,,41,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11947,고양동푸른마을2단지아파트,KT121621,1,완속,"경기도 고양시 덕양구 푸른마을로 16 (고양동, 푸른마을2단지아파트)",37.7095,126.904,~,KT,KT,1522-0123,사용가능,20210125075042,,41,무료,
11948,매탄현대힐스테이트아파트,KT121622,1,완속,"경기도 수원시 영통구 권광로260번길 36 (매탄동, 현대힐스테이트아파트) 상가,제120동",37.2721,127.039,~,KT,KT,1522-0123,사용가능,20210124190039,,41,무료,
11949,이의동센트럴프라자,KT121623,1,완속,"경기도 수원시 영통구 센트럴타운로 106 (이의동, 센트럴프라자)",37.2927,127.05,~,KT,KT,1522-0123,사용가능,20210123130037,,41,무료,
11950,느치미마을주공뜨란채3단지,KT121624,1,완속,"경기도 화성시 병점3로 88 (병점동, 느치미마을주공3단지)",37.2111,127.043,~,KT,KT,1522-0123,사용가능,20210125080019,,41,무료,
11951,수원시립미술관,KT121625,1,완속,경기도 수원시 팔달구 정조로 833 (신풍동),37.2825,127.016,~,KT,KT,1522-0123,사용가능,20210124164011,,41,무료,
11952,서동영무예다음아파트,KT121626,1,완속,"광주광역시 남구 제중로 111 (서동, 서동영무예다음아파트) 101동~105동",35.1422,126.909,~,KT,KT,1522-0123,사용가능,20210125074503,,29,무료,
11953,행신동소만마을3단지아파트,KT121627,1,완속,"경기도 고양시 덕양구 충경로 138 (행신동, 소만마을3단지아파트)",37.6157,126.845,~,KT,KT,1522-0123,사용가능,20210125090025,,41,무료,
11954,고양동현대아파트,KT121628,1,완속,"경기도 고양시 덕양구 읍내로 28 (고양동, 현대아파트) 101동~107동",37.6986,126.9,~,KT,KT,1522-0123,사용가능,20210125074526,,41,무료,
11955,광주양림1단지휴먼시아,KT121629,1,완속,"광주광역시 남구 제중로 11 (양림동, 양림1단지휴먼시아)",35.1358,126.915,~,KT,KT,1522-0123,사용가능,20210117150548,,29,무료,
11956,광주동구지산휴먼시아,KT121630,1,완속,"광주광역시 동구 동명로69번길 20 (지산동, 지산휴먼시아)",35.1528,126.928,~,KT,KT,1522-0123,사용가능,20210114011001,,29,무료,
11957,남양주별내더샵아파트2동,KT121631,1,완속,"경기도 남양주시 별내3로 115 (별내동, 별내더샵아파트)",37.6513,127.131,~,KT,KT,1522-0123,사용가능,20210124221043,,41,무료,
11958,첨단자이1단지아파트,KT121632,1,완속,"광주광역시 북구 임방울대로1042번길 14-1 (신용동, 첨단자이1단지아파트)",35.2108,126.868,~,KT,KT,1522-0123,사용가능,20210119180043,,29,무료,
11959,남양주별내더샵아파트4동,KT121633,1,완속,"경기도 남양주시 별내3로 115 (별내동, 별내더샵아파트)",37.6513,127.131,~,KT,KT,1522-0123,사용가능,20210124222503,,41,무료,
11960,정릉꿈에그린,KT121634,1,완속,"서울특별시 성북구 아리랑로19가길 21 (정릉동, 정릉꿈에그린아파트) 201동~203동",37.602,127.01,~,KT,KT,1522-0123,사용가능,20210117180510,,11,무료,
11961,남양주별내더샵아파트3동,KT121635,1,완속,"경기도 남양주시 별내3로 115 (별내동, 별내더샵아파트)",37.6513,127.131,~,KT,KT,1522-0123,사용가능,20210124015001,,41,무료,
11962,남양주별내더샵아파트1동,KT121636,1,완속,"경기도 남양주시 별내3로 115 (별내동, 별내더샵아파트)",37.6513,127.131,~,KT,KT,1522-0123,사용가능,20210125002045,,41,무료,
11963,퇴계원일신건영아파트,KT121637,1,완속,"경기도 남양주시 퇴계원면 도제원로 96 (퇴계원리, 일신건영아파트)",37.6546,127.145,~,KT,KT,1522-0123,사용가능,20210124114036,,41,무료,
11964,수안보파크관광호텔,KT121638,1,완속,"충청북도 충주시 수안보면 탑골1길 36 (온천리, 수안보파크관광호텔)",36.8449,127.981,~,KT,KT,1522-0123,사용가능,20210116053504,,43,무료,
11965,부곡동대동다숲아파트,KT121658,1,완속,"부산광역시 금정구 부곡로 32-12 (부곡동, 대동다숲아파트)",35.2181,129.09,~,KT,KT,1522-0123,사용가능,20210124054527,,26,무료,
11966,창원문성대학,KT121876,1,완속,"경상남도 창원시 의창구 충혼로 91 (두대동, 창원문성대학)",35.233,128.66,~,KT,KT,1522-0123,사용가능,20210109130007,,50,무료,
11967,호반메트로큐브오피스텔,KT121877,1,완속,경기도 성남시 분당구 대왕판교로606번길 31 (삼평동),37.3967,127.111,~,KT,KT,1522-0123,사용중,20210125094536,,41,무료,
11968,산청삼한사랑채아파트,KT121878,1,완속,"경상남도 산청군 산청읍 중앙로 41 (지리, 산청삼한사랑채)",35.4156,127.88,~,KT,KT,1522-0123,사용가능,20210123021101,,50,무료,
11969,개금동반도보라아파트,KT121879,1,완속,"부산광역시 부산진구 개금본동로 40 (개금동, 반도보라아파트) 104동",35.1593,129.022,~,KT,KT,1522-0123,사용가능,20210105135528,,26,무료,
11970,문현동골든벨류빌,KT121880,1,완속,"부산광역시 남구 전포대로77번길 19 (문현동, 골든벨류빌)",35.1433,129.066,~,KT,KT,1522-0123,사용가능,20210121105007,,26,무료,
11971,순천성진아파트,KT121881,1,완속,전라남도 순천시 상인제길 138-15 (인제동 성진아파트),34.9455,127.481,24시간 이용가능,KT,케이티,1522-0123,사용가능,20201210061022,,46,무료,
11972,하동읍사무소,KT121882,1,완속,"경상남도 하동군 하동읍 중앙로 70 (읍내리, 하동읍사무소)",35.0719,127.745,09시~18시,KT,KT,1522-0123,사용가능,20210112173527,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11973,이동읍화산C.C,KT121883,1,완속,"경기도 용인시 처인구 이동읍 화산로 239 (화산리, 화산C.C)",37.3854,126.932,~,KT,KT,1522-0123,사용가능,20210123122546,,41,무료,
11974,해운대삼정그린코아아파트,KT121884,1,완속,"부산광역시 해운대구 해운대로 777 (중동, 삼정그린코아아파트)",35.1684,129.174,~,KT,KT,1522-0123,사용가능,20210113052018,,26,무료,
11975,엠에스주차타워,KT121886,1,완속,경상남도 진주시 충의로 20-21 (충무공동),35.1752,128.149,~,KT,KT,1522-0123,사용가능,20201230041030,,50,무료,
11976,유현마을신동아아파트,KT121887,1,완속,"경기도 김포시 유현로 19 (풍무동, 유현마을신동아아파트) 101동~121동,403동",37.5974,126.723,~,KT,KT,1522-0123,사용가능,20210125062528,,41,무료,
11977,개봉동 현대아파트,KT121888,1,완속,"서울특별시 구로구 개봉로20길 6 (개봉동, 현대아파트1단지)",37.492,126.859,~,KT,KT,1522-0123,사용가능,20210123164510,,11,무료,
11978,쌍촌동상무힐스테이트,KT121889,1,완속,"광주광역시 서구 상무대로911번길 42 (쌍촌동, 상무힐스테이트)",35.1549,126.862,~,KT,KT,1522-0123,사용가능,20210125074518,,29,무료,
11979,새들뫼휴면시아1단지아파트,KT121891,1,완속,대전광역시 동구 계족로 137 (대동 새들뫼휴먼시아1단지아파트),36.3264,127.442,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125072506,,30,무료,
11980,광주수완코오롱하늘채,KT121892,1,완속,"광주광역시 광산구 장덕로137번길 39 (수완동, 광주수완코오롱하늘채)",35.1986,126.823,~,KT,KT,1522-0123,사용가능,20210124163505,,29,무료,
11981,디오션CC,KT121893,1,완속,전라남도 여수시 화양면 장수안포로 142 (안포리),34.638,127.627,24시간 이용가능,KT,케이티,1522-0123,사용가능,20201227103043,,46,무료,
11982,교동골프존카운티,KT121894,1,완속,경기도 안성시 양성면 교동길 19-70 (동항리),37.0751,127.195,~,KT,KT,1522-0123,사용가능,20201210145531,,41,무료,
11983,대연극동아파트,KT121895,1,완속,"부산광역시 남구 진남로36번길 50 (대연동, 대연극동아파트)",35.14,129.092,~,KT,KT,1522-0123,사용가능,20210124232023,,26,무료,
11984,개포동경남아파트,KT121896,1,완속,"서울특별시 강남구 언주로 110 (개포동, 경남아파트)",37.485,127.056,~,KT,KT,1522-0123,사용가능,20210123140519,,11,무료,
11985,월성주공4단지,KT121897,1,완속,"대구광역시 달서구 구마로14남길 55 (월성동, 월성주공4단지)",35.8333,128.532,~,KT,KT,1522-0123,사용가능,20210121232013,,27,무료,
11986,거제2차현대홈타운,KT121898,1,완속,"부산광역시 연제구 법원북로 16 (거제동, 거제2차현대홈타운)",35.1926,129.069,~,KT,KT,1522-0123,사용가능,20210120011001,,26,무료,
11987,비치그린아파트,KT121899,1,완속,부산광역시 수영구 광일로 49,35.1619,129.109,24시간 이용가능,KT,케이티,1522-0123,사용가능,20201017050513,,26,무료,
11988,이진캐스빌블루2차아파트,KT121900,1,완속,부산광역시 기장군 기장읍 차성로 452 (교리 이진캐스빌블루2차아파트),35.255,129.219,24시간 이용가능,KT,케이티,1522-0123,사용가능,20201223182019,,26,무료,
11989,어정마을동백아이파크,KT121901,1,완속,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",37.3854,126.932,~,KT,KT,1522-0123,사용가능,20210122084524,,41,무료,
11990,수유삼성래미안아파트,KT121902,1,완속,"서울특별시 강북구 한천로159길 8 (수유동, 래미안수유아파트)",37.6447,127.019,~,KT,KT,1522-0123,사용중,20210125101543,,11,무료,
11991,동해현진관광호텔,KT121903,1,완속,"강원도 동해시 동굴로 125-3 (천곡동, 동해현진관광호텔)",37.5198,129.117,~,KT,KT,1522-0123,사용가능,20210125072019,,42,무료,
11992,용호동경동아파트,KT121904,1,완속,"부산광역시 남구 동명로 202 (용호동, 경동아파트)",35.1169,129.117,~,KT,KT,1522-0123,사용가능,20201108031032,,26,무료,
11993,한국자산관리공사켐코,KT121905,1,완속,"충청북도 충주시 으뜸로 21 (금릉동, 한국자산관리공사켐코)",36.9926,127.924,09시~18시,KT,KT,1522-0123,사용가능,20210122175507,,43,무료,관용차 충전 시 사용이 제한될 수 있습니다.
11994,초안아파트,KT121906,1,완속,서울특별시 노원구 덕릉로60길 185 (월계동 초안아파트) 101동~103동 상가,37.6332,127.043,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210120001008,,11,무료,
11995,대영힐스컨트리클럽,KT121907,1,완속,"충청북도 충주시 대소원면 성종두담길 114 (만정리, 대영베이스)",36.9518,127.849,~,KT,KT,1522-0123,사용중,20210125075519,,43,무료,
11996,관음동한양수정아파트,KT121908,1,완속,"대구광역시 북구 구암로 17 (관음동, 한양수정아파트)",35.9354,128.543,~,KT,KT,1522-0123,사용가능,20210125095537,,27,무료,
11997,증산동우방아파트,KT121909,1,완속,서울특별시 은평구 증산로3길 26-1 (증산동 우방아파트),37.5808,126.906,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210116181522,,11,무료,
11998,부천체육문화센터,KT121910,1,완속,"경기도 부천시 조마루로 2 (상동, 부천체육문화센터)",37.5004,126.745,~,KT,KT,1522-0123,사용가능,20210125073034,,41,무료,
11999,서면유림노르웨이숲아파트,KT121911,1,완속,"부산광역시 부산진구 신천대로 71 (범천동, 서면유림노르웨이숲아파트)",35.1496,129.058,~,KT,KT,1522-0123,사용가능,20210121012035,,26,무료,
12000,평택성모병원,KT121912,1,완속,"경기도 평택시 평택로 284 (세교동, 평택성모병원)",37.0085,127.074,~,KT,KT,1522-0123,사용가능,20210115111513,,41,무료,
12001,남촌리스템코,KT121913,1,완속,"충청북도 청주시 흥덕구 옥산면 과학산업4로 79-44 (남촌리, 스템코)",36.6969,127.409,~,KT,KT,1522-0123,사용가능,20210109054002,,43,무료,
12002,동해 천곡주공6차아파트,KT121915,1,완속,"강원도 동해시 평릉1길 37 (천곡동, 천곡6주공아파트) 601동~606동",37.5285,129.1,~,KT,KT,1522-0123,사용가능,20201013193008,,42,무료,
12003,김해관동서희스타힐스,KT121916,1,완속,"경상남도 김해시 관동로27번길 95 (관동동, 관동서희스타힐스)",35.1781,128.814,~,KT,KT,1522-0123,사용가능,20210122211015,,50,무료,
12004,돈암일신건영휴먼빌아파트,KT121918,1,완속,"서울특별시 성북구 아리랑로 89 (돈암동, 일신건영휴먼빌아파트)",37.5974,127.009,~,KT,KT,1522-0123,사용가능,20210125080611,,11,무료,
12005,아포리배말타운아파트,KT121919,1,완속,강원도 원주시 치악로 1883 (봉산동 아포리배말타운아파트),37.35,127.955,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125084014,,42,무료,
12006,수완2차호반베르디움,KT121920,1,완속,"광주광역시 광산구 풍영로329번길 19 (장덕동, 수완지구호반베르디움2차아파트) 201동~209동",35.2004,126.814,~,KT,KT,1522-0123,사용가능,20210124220518,,29,무료,
12007,동해약천온천실버타운,KT121921,1,완속,"강원도 동해시 석두골길 145 (망상동, 동해망상실버타운)",37.5941,129.067,~,KT,KT,1522-0123,사용가능,20210125071519,,42,무료,
12008,금남면사무소,KT121922,1,완속,"경상남도 하동군 금남면 미법마을길 10 (송문리, 금남면사무소)",34.9505,127.859,09시~18시,KT,KT,1522-0123,사용가능,20210121130538,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12009,봉선동제일풍경채 엘리트파크,KT121923,1,완속,"광주광역시 남구 제석로80번길 5 (봉선동, 제일풍경채ELITEPARK)",35.4565,126.908,~,KT,KT,1522-0123,사용가능,20210120230042,,29,무료,
12010,적량면사무소,KT121924,1,완속,"경상남도 하동군 적량면 대티길 9 (관리, 적량면사무소)",35.0831,127.777,09시~18시,KT,KT,1522-0123,사용가능,20210121111044,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12011,진천역 AK그랑폴리스,KT121925,1,완속,"대구광역시 달서구 월배로11길 33 (유천동, 진천역AK그랑폴리스아파트)",35.8148,128.518,~,KT,KT,1522-0123,사용가능,20210124191002,,27,무료,
12012,역삼자이아파트,KT121926,1,완속,"서울특별시 강남구 언주로 420 (역삼동, 역삼자이아파트) 101동~103동",37.5013,127.044,~,KT,KT,1522-0123,사용가능,20210113054019,,11,무료,
12013,당동주공2단지아파트,KT121927,1,완속,"경기도 군포시 용호2로 11 (당동, 주공2단지아파트)",37,126,~,KT,KT,1522-0123,사용가능,20201121051037,,41,무료,
12014,현대솔라고컨트리클럽,KT121928,1,완속,충청남도 태안군 태안읍 소곳이길 92-234 (송암리),36.747,126.311,~,KT,KT,1522-0123,사용가능,20210124055031,,44,무료,
12015,화명2차현대아파트,KT121929,1,완속,"부산광역시 북구 화명신도시로 48 (화명동, 화명2차현대아파트) 201동~208동",35.2281,129.011,~,KT,KT,1522-0123,사용가능,20201117233544,,26,무료,
12016,아이퍼스트타워,KT121930,1,완속,경기도 안양시 동안구 흥안대로 519 (관양동 아이퍼스트타워),37.3989,126.974,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125080002,,41,무료,
12017,대전솔랑마을아파트,KT121932,1,완속,대전광역시 동구 대전로 968 (삼성동 솔랑마을아파트),36.3434,127.423,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125074508,,30,무료,
12018,거제청구하이츠,KT121934,1,완속,"부산광역시 연제구 화지로 95 (거제동, 거제청구하이츠)",35.1832,129.066,~,KT,KT,1522-0123,사용가능,20210120194514,,26,무료,
12019,산본주몽마을대림아파트,KT121935,1,완속,"경기도 군포시 고산로 596-15 (산본동, 주몽마을대림아파트)",37.3641,126.929,~,KT,KT,1522-0123,사용가능,20210125025040,,41,무료,
12020,(주)현보,KT121936,1,완속,"충청남도 천안시 동남구 수신면 수신로 149 (백자리, (주)현보)",36.7064,127.273,~,KT,KT,1522-0123,사용가능,20210121144513,,44,무료,
12021,코오롱하늘채1차아파트,KT121937,1,완속,"경상남도 창원시 마산회원구 내서읍 호원로 361-3 (호계리, 코오롱하늘채1차아파트) 101동~122동,상가",35.2657,128.525,~,KT,KT,1522-0123,사용가능,20210124200042,,50,무료,
